video_id,label,start_time,end_time,total_time
3MLVF,c142,16.10,21.20,30.62
3MLVF,c147,0.00,14.60,30.62
3MLVF,c143,11.50,16.60,30.62
3MLVF,c110,15.50,21.90,30.62
3MLVF,c109,28.70,32.00,30.62
3MLVF,c106,28.70,32.00,30.62
8VNSV,c059,2.50,38.20,40.83
8VNSV,c032,4.30,37.80,40.83
8VNSV,c151,34.60,39.20,40.83
8VNSV,c144,21.30,27.70,40.83
8VNSV,c026,0.00,41.20,40.83
8VNSV,c027,4.10,38.00,40.83
8VNSV,c154,0.00,5.70,40.83
8VNSV,c028,0.00,41.20,40.83
8VNSV,c025,32.90,38.40,40.83
2D98B,c113,4.80,9.90,16.00
2D98B,c112,12.90,17.00,16.00
2D98B,c008,12.90,17.00,16.00
5ZRFL,c015,24.30,32.00,30.54
5ZRFL,c089,18.00,26.20,30.54
5ZRFL,c090,6.70,12.60,30.54
5ZRFL,c092,28.60,32.00,30.54
5ZRFL,c018,28.60,32.00,30.54
5ZRFL,c016,28.60,32.00,30.54
42SEP,c059,16.80,26.00,24.62
42SEP,c015,0.00,26.00,24.62
42SEP,c016,0.00,26.00,24.62
42SEP,c141,12.90,19.00,24.62
42SEP,c151,14.80,20.80,24.62
NHLQ1,c065,24.30,32.00,31.12
NHLQ1,c118,0.00,24.70,31.12
NHLQ1,c015,0.00,32.00,31.12
NHLQ1,c055,0.00,16.80,31.12
NHLQ1,c154,13.90,19.90,31.12
NHLQ1,c087,24.10,32.00,31.12
NHLQ1,c059,0.00,18.00,31.12
NHLQ1,c119,19.20,24.40,31.12
NHLQ1,c018,21.20,32.00,31.12
NHLQ1,c061,16.00,23.00,31.12
NHLQ1,c156,17.30,23.00,31.12
K0Y6X,c104,2.20,6.50,60.25
K0Y6X,c047,4.60,18.90,60.25
K0Y6X,c048,14.90,20.70,60.25
K0Y6X,c052,16.70,31.80,60.25
K0Y6X,c051,45.60,61.00,60.25
K0Y6X,c097,0.00,4.10,60.25
CF9QP,c021,13.60,20.90,30.75
CF9QP,c106,0.00,15.60,30.75
CF9QP,c156,13.40,25.60,30.75
CF9QP,c063,12.90,25.70,30.75
CF9QP,c109,10.80,16.80,30.75
CF9QP,c125,0.00,32.00,30.75
CF9QP,c061,16.20,25.30,30.75
CF9QP,c107,0.00,15.90,30.75
X3KFE,c016,22.40,33.00,31.83
X3KFE,c106,14.40,21.30,31.83
X3KFE,c109,17.40,25.80,31.83
X3KFE,c152,4.90,11.40,31.83
X3KFE,c015,0.00,14.30,31.83
X3KFE,c087,0.00,10.90,31.83
X3KFE,c107,10.80,17.30,31.83
X3KFE,c106,10.90,18.90,31.83
X3KFE,c123,0.00,33.00,31.83
X3KFE,c009,20.80,25.90,31.83
X3KFE,c135,0.00,33.00,31.83
O5D7S,c052,2.70,16.90,22.50
O5D7S,c154,13.80,18.80,22.50
O5D7S,c059,0.00,17.70,22.50
O5D7S,c011,0.00,17.70,22.50
O5D7S,c107,0.00,18.70,22.50
O5D7S,c014,0.00,18.20,22.50
O5D7S,c097,15.60,21.00,22.50
O5D7S,c051,0.00,18.10,22.50
EHT0A,c114,15.40,25.00,24.42
EHT0A,c005,0.00,14.00,24.42
EHT0A,c082,15.00,25.00,24.42
DD9YS,c061,0.00,31.00,30.38
DD9YS,c152,0.00,31.00,30.38
DD9YS,c020,0.00,31.00,30.38
VXNGC,c072,0.00,31.00,30.29
VXNGC,c051,0.00,31.00,30.29
VXNGC,c152,5.30,17.30,30.29
VXNGC,c047,0.00,31.00,30.29
VXNGC,c052,26.00,31.00,30.29
GYRQH,c076,17.40,30.40,31.33
GYRQH,c080,19.60,26.10,31.33
GYRQH,c097,16.90,24.90,31.33
GYRQH,c096,0.00,20.50,31.33
GYRQH,c155,5.60,20.10,31.33
UVQWW,c081,9.70,20.00,24.04
UVQWW,c020,0.00,20.40,24.04
UVQWW,c024,16.80,21.30,24.04
GJC0W,c052,0.00,3.40,30.92
GJC0W,c154,4.30,11.40,30.92
GJC0W,c047,4.80,32.00,30.92
GJC0W,c097,14.70,25.80,30.92
GJC0W,c051,0.00,4.00,30.92
GJC0W,c059,0.00,9.60,30.92
GJC0W,c050,5.70,11.90,30.92
GJC0W,c046,5.70,10.70,30.92
GJC0W,c011,0.00,9.90,30.92
65RS3,c098,14.40,28.20,29.71
65RS3,c118,14.20,27.60,29.71
SFZ6Q,c113,17.40,23.80,29.75
SFZ6Q,c000,0.00,7.20,29.75
SFZ6Q,c148,0.00,13.00,29.75
SFZ6Q,c008,14.60,26.20,29.75
J1RLO,c006,0.00,7.90,32.62
J1RLO,c008,18.70,25.00,32.62
J1RLO,c097,0.00,8.00,32.62
DED50,c122,0.00,7.30,31.79
DED50,c106,20.40,28.10,31.79
DED50,c107,15.00,33.00,31.79
DED50,c110,13.90,18.70,31.79
DED50,c146,2.60,9.00,31.79
DED50,c072,0.00,33.00,31.79
DED50,c108,15.20,21.90,31.79
DED50,c133,0.00,4.20,31.79
DED50,c061,10.40,33.00,31.79
DED50,c118,10.40,33.00,31.79
DED50,c135,2.80,33.00,31.79
ZCOSY,c104,16.30,31.00,30.38
ZCOSY,c004,0.00,20.60,30.38
P6SOI,c008,21.30,31.20,32.12
P6SOI,c002,27.90,33.00,32.12
P6SOI,c144,0.00,24.70,32.12
P6SOI,c096,0.00,27.60,32.12
P6SOI,c001,27.20,33.00,32.12
P6SOI,c004,30.20,33.00,32.12
P6SOI,c004,24.60,33.00,32.12
P6SOI,c097,24.40,31.10,32.12
P6SOI,c141,21.10,28.10,32.12
W75CV,c033,16.60,23.00,22.00
W75CV,c020,0.00,23.00,22.00
W75CV,c146,0.00,20.30,22.00
W75CV,c070,0.00,23.00,22.00
W75CV,c072,0.00,23.00,22.00
W75CV,c125,0.00,23.00,22.00
F31X6,c059,0.00,26.70,28.08
F31X6,c057,0.80,19.20,28.08
F31X6,c061,19.40,25.30,28.08
F31X6,c156,20.10,25.70,28.08
F31X6,c154,22.50,27.80,28.08
F31X6,c053,7.20,12.70,28.08
91ZUX,c020,0.00,32.00,31.08
91ZUX,c123,0.00,32.00,31.08
91ZUX,c026,0.00,32.00,31.08
91ZUX,c032,0.00,32.00,31.08
91ZUX,c078,0.00,32.00,31.08
91ZUX,c152,15.00,28.80,31.08
91ZUX,c115,0.00,32.00,31.08
MRSYL,c020,0.00,7.60,26.42
MRSYL,c130,3.00,8.00,26.42
MRSYL,c020,0.00,3.70,26.42
MRSYL,c022,0.00,6.00,26.42
MRSYL,c150,0.00,4.50,26.42
1514T,c061,0.00,25.00,24.21
1514T,c063,0.00,24.30,24.21
1514T,c006,15.70,23.20,24.21
1514T,c149,6.50,25.00,24.21
1514T,c097,10.00,18.10,24.21
1514T,c114,0.00,12.10,24.21
1514T,c152,8.10,25.00,24.21
1514T,c112,13.30,23.50,24.21
1514T,c082,0.00,12.10,24.21
4KO74,c152,11.40,23.30,34.29
4KO74,c107,2.60,32.10,34.29
4KO74,c149,25.00,34.70,34.29
L3F3M,c016,0.00,32.00,31.46
L3F3M,c156,0.00,22.50,31.46
L3F3M,c061,0.00,11.00,31.46
L3F3M,c106,13.90,21.20,31.46
L3F3M,c015,0.00,32.00,31.46
L3F3M,c062,0.00,32.00,31.46
L3F3M,c011,0.00,32.00,31.46
L3F3M,c063,0.00,32.00,31.46
S2IG2,c143,0.00,5.60,44.67
S2IG2,c098,34.00,46.00,44.67
S2IG2,c108,12.10,21.00,44.67
S2IG2,c127,34.40,46.00,44.67
S2IG2,c100,32.70,38.90,44.67
S2IG2,c110,0.20,20.10,44.67
S2IG2,c106,26.00,34.60,44.67
S2IG2,c113,5.40,11.20,44.67
S2IG2,c142,1.80,7.60,44.67
S2IG2,c107,3.60,28.40,44.67
G4WCE,c009,9.30,17.80,33.33
G4WCE,c022,9.30,15.50,33.33
G4WCE,c020,2.30,15.30,33.33
G4WCE,c130,8.70,15.30,33.33
G4WCE,c081,10.00,15.00,33.33
G4WCE,c012,13.80,34.00,33.33
OSJW7,c112,21.10,27.70,30.21
OSJW7,c113,19.50,25.10,30.21
OSJW7,c012,0.00,13.00,30.21
OSJW7,c114,19.60,27.20,30.21
PHIRP,c020,0.00,8.00,6.88
QCBIG,c072,0.00,13.40,30.75
QCBIG,c074,11.90,17.60,30.75
QCBIG,c003,15.90,22.60,30.75
QCBIG,c155,13.70,22.60,30.75
QCBIG,c070,28.80,32.00,30.75
QCBIG,c071,28.80,32.00,30.75
QCBIG,c002,28.80,32.00,30.75
QCBIG,c070,0.00,14.30,30.75
QCBIG,c071,11.70,18.30,30.75
QCBIG,c002,13.70,20.00,30.75
WT3IG,c137,21.30,36.80,36.38
WT3IG,c127,22.30,29.90,36.38
WT3IG,c015,0.00,8.20,36.38
WT3IG,c017,19.50,25.90,36.38
WT3IG,c087,3.30,10.40,36.38
18FTZ,c125,0.00,22.10,31.50
18FTZ,c156,25.00,33.00,31.50
18FTZ,c154,17.90,23.60,31.50
18FTZ,c097,21.10,26.00,31.50
18FTZ,c061,22.80,33.00,31.50
18FTZ,c145,0.00,20.90,31.50
18FTZ,c063,21.80,26.80,31.50
18FTZ,c067,22.20,33.00,31.50
18FTZ,c065,25.90,33.00,31.50
18FTZ,c032,0.00,21.40,31.50
POHWK,c130,0.00,3.10,30.38
POHWK,c125,0.00,31.00,30.38
POHWK,c020,0.00,31.00,30.38
7JSAI,c130,16.60,22.50,30.25
7JSAI,c021,19.10,24.90,30.25
7JSAI,c022,16.50,22.90,30.25
7JSAI,c152,2.50,10.90,30.25
7JSAI,c009,17.20,31.00,30.25
7JSAI,c020,0.00,21.20,30.25
7JSAI,c097,6.90,13.20,30.25
HOZ76,c027,23.00,28.00,30.54
HOZ76,c030,20.00,25.00,30.54
HOZ76,c032,25.00,32.00,30.54
HOZ76,c059,0.00,32.00,30.54
HOZ76,c097,15.00,21.00,30.54
HOZ76,c026,20.90,32.00,30.54
HOZ76,c011,0.00,32.00,30.54
1SVJS,c052,0.00,9.00,7.88
1SVJS,c065,0.00,5.40,7.88
1SVJS,c067,0.00,9.00,7.88
1SVJS,c156,0.00,5.10,7.88
1SVJS,c153,1.20,9.00,7.88
1SVJS,c051,0.00,9.00,7.88
T0HLX,c081,20.70,28.50,31.62
T0HLX,c054,20.70,28.50,31.62
T0HLX,c006,28.40,33.00,31.62
T0HLX,c141,24.60,31.20,31.62
T0HLX,c097,27.00,33.00,31.62
T0HLX,c009,14.50,21.00,31.62
T0HLX,c008,25.40,32.70,31.62
T0HLX,c106,1.20,20.50,31.62
BM9H4,c084,0.00,21.00,19.83
BM9H4,c088,0.00,21.00,19.83
BM9H4,c061,0.00,21.00,19.83
BM9H4,c156,2.60,21.00,19.83
O4P08,c009,9.00,16.40,30.21
O4P08,c137,0.00,16.70,30.21
O4P08,c153,17.60,25.40,30.21
O4P08,c081,8.90,16.40,30.21
QC9M1,c015,0.00,4.00,44.62
QC9M1,c018,35.10,42.70,44.62
QC9M1,c154,33.70,42.00,44.62
QC9M1,c124,12.10,32.60,44.62
QC9M1,c017,4.90,15.80,44.62
QC9M1,c146,23.50,37.10,44.62
QC9M1,c125,6.30,15.00,44.62
81YF0,c036,12.60,17.90,30.33
81YF0,c034,0.00,6.90,30.33
81YF0,c033,3.30,18.20,30.33
81YF0,c037,20.20,28.30,30.33
81YF0,c035,21.80,28.60,30.33
0XP8L,c063,6.20,15.00,36.46
0XP8L,c147,13.00,20.40,36.46
0XP8L,c052,19.70,37.00,36.46
0XP8L,c151,18.80,28.50,36.46
0XP8L,c011,21.40,37.00,36.46
0XP8L,c143,5.30,12.80,36.46
0XP8L,c120,0.00,9.70,36.46
0XP8L,c051,22.10,37.00,36.46
0XP8L,c119,0.20,9.50,36.46
0XP8L,c062,6.80,21.00,36.46
0XP8L,c061,10.60,20.60,36.46
0XP8L,c059,20.60,37.00,36.46
0XP8L,c014,20.30,37.00,36.46
0XP8L,c142,7.10,15.70,36.46
0XP8L,c118,0.60,9.10,36.46
LSURK,c106,0.00,28.00,27.33
LSURK,c107,0.00,28.00,27.33
LSURK,c059,0.00,28.00,27.33
LSURK,c118,0.00,28.00,27.33
ANJNU,c123,0.00,31.00,30.33
ANJNU,c106,0.00,31.00,30.33
ANJNU,c107,0.00,31.00,30.33
ANJNU,c105,18.20,27.30,30.33
ANJNU,c097,1.80,7.50,30.33
ANJNU,c150,1.50,9.50,30.33
29B3I,c098,0.00,16.10,40.29
29B3I,c147,18.00,41.00,40.29
29B3I,c119,4.00,17.70,40.29
29B3I,c109,3.60,18.10,40.29
29B3I,c110,4.70,18.30,40.29
29B3I,c102,0.00,7.20,40.29
469ZJ,c104,0.00,5.90,29.08
469ZJ,c097,2.20,8.70,29.08
469ZJ,c001,4.60,27.40,29.08
RVYXB,c110,16.60,21.80,31.08
RVYXB,c154,13.10,19.20,31.08
RVYXB,c059,0.00,17.00,31.08
RVYXB,c108,18.40,26.20,31.08
RVYXB,c052,0.00,16.80,31.08
RVYXB,c151,26.50,32.00,31.08
RVYXB,c011,0.00,16.80,31.08
TMYHM,c016,0.00,26.20,28.29
TMYHM,c152,22.10,29.00,28.29
TMYHM,c149,22.10,26.60,28.29
TMYHM,c015,0.00,29.00,28.29
AVBDD,c080,3.60,9.30,22.62
AVBDD,c010,0.00,24.00,22.62
W5RC5,c059,2.40,18.30,19.46
W5RC5,c106,6.50,17.00,19.46
W5RC5,c151,0.90,7.00,19.46
W5RC5,c129,3.10,10.40,19.46
W5RC5,c154,13.60,18.20,19.46
W5RC5,c123,2.70,17.80,19.46
EK19H,c065,4.50,15.60,26.08
EK19H,c156,4.50,15.50,26.08
EK19H,c152,15.00,22.20,26.08
EK19H,c063,0.40,22.60,26.08
EK19H,c119,13.60,18.90,26.08
EK19H,c068,13.10,17.60,26.08
EK19H,c067,3.90,17.50,26.08
EK19H,c069,3.80,8.30,26.08
EK19H,c062,14.00,18.80,26.08
EK19H,c118,3.80,18.90,26.08
EK19H,c120,3.20,8.20,26.08
EK19H,c061,4.20,18.50,26.08
TVJ0L,c138,11.00,19.30,26.42
TVJ0L,c031,2.40,7.70,26.42
TVJ0L,c028,0.40,7.40,26.42
QBOOH,c006,19.60,25.90,26.67
QBOOH,c008,17.60,23.40,26.67
QBOOH,c092,0.00,8.30,26.67
QBOOH,c106,0.00,12.80,26.67
QBOOH,c107,0.00,28.00,26.67
QBOOH,c141,17.00,22.60,26.67
QBOOH,c097,18.70,23.80,26.67
M02OO,c149,0.00,4.90,27.33
M02OO,c141,0.00,25.40,27.33
M02OO,c152,0.00,28.00,27.33
MC45U,c108,10.80,20.50,35.58
MC45U,c151,27.90,36.90,35.58
MC45U,c057,2.60,8.60,35.58
MC45U,c106,14.00,25.00,35.58
MC45U,c059,31.30,37.00,35.58
MC45U,c155,19.40,30.50,35.58
MC45U,c132,30.30,37.00,35.58
MC45U,c073,24.50,35.90,35.58
UX9RI,c149,4.10,24.70,30.71
UX9RI,c017,0.00,2.90,30.71
UX9RI,c016,0.00,2.60,30.71
UX9RI,c015,0.00,2.60,30.71
UX9RI,c019,0.00,2.60,30.71
11TTU,c015,12.10,19.90,27.96
11TTU,c151,0.70,7.90,27.96
11TTU,c010,4.30,25.10,27.96
11TTU,c108,6.40,16.70,27.96
11TTU,c059,3.30,25.20,27.96
11TTU,c154,21.90,26.60,27.96
11TTU,c107,7.70,13.20,27.96
11TTU,c152,14.80,20.10,27.96
11TTU,c016,5.60,10.00,27.96
11TTU,c109,9.80,15.40,27.96
11TTU,c011,0.00,7.30,27.96
11TTU,c110,5.80,11.70,27.96
11TTU,c017,4.20,9.70,27.96
WNSGZ,c152,0.10,32.00,31.42
WNSGZ,c148,0.00,32.00,31.42
WNSGZ,c020,0.00,32.00,31.42
WNSGZ,c130,0.00,32.00,31.42
WNSGZ,c009,0.00,32.00,31.42
WNSGZ,c012,0.00,32.00,31.42
FYU0D,c042,3.50,9.00,32.38
FYU0D,c130,5.00,10.30,32.38
FYU0D,c012,7.70,33.00,32.38
FYU0D,c020,0.00,9.30,32.38
FYU0D,c022,0.00,10.00,32.38
CM293,c065,0.50,9.40,29.42
CM293,c156,0.40,9.70,29.42
CM293,c008,7.00,16.00,29.42
CM293,c113,7.00,16.00,29.42
CM293,c056,19.70,26.30,29.42
CM293,c152,0.00,8.80,29.42
CM293,c061,0.00,30.00,29.42
CM293,c097,26.60,30.00,29.42
D32A4,c084,4.00,13.90,31.38
D32A4,c009,7.30,13.60,31.38
D32A4,c152,5.10,15.00,31.38
D32A4,c145,13.20,32.00,31.38
D32A4,c088,4.00,19.90,31.38
D32A4,c083,1.90,8.90,31.38
D32A4,c014,11.80,32.00,31.38
D32A4,c086,1.90,17.40,31.38
D32A4,c115,12.40,19.30,31.38
D32A4,c011,0.00,32.00,31.38
FRLW2,c058,25.70,32.00,31.46
FRLW2,c022,8.60,15.40,31.46
FRLW2,c126,26.50,32.00,31.46
FRLW2,c023,3.40,9.40,31.46
8NSDT,c009,6.40,12.40,30.92
8NSDT,c015,0.00,11.90,30.92
8NSDT,c017,4.80,12.20,30.92
8NSDT,c061,15.50,21.50,30.92
8NSDT,c065,15.30,32.00,30.92
8NSDT,c097,0.00,3.40,30.92
5VJ1X,c139,0.50,19.50,29.04
5VJ1X,c034,8.90,19.60,29.04
5VJ1X,c035,7.20,13.60,29.04
5VJ1X,c106,16.80,28.40,29.04
5VJ1X,c154,0.50,20.90,29.04
5VJ1X,c118,18.50,28.60,29.04
5VJ1X,c036,14.90,19.90,29.04
5VJ1X,c119,23.80,29.10,29.04
5VJ1X,c033,8.50,18.60,29.04
5VJ1X,c151,17.20,22.50,29.04
J0JD1,c015,14.80,28.00,26.54
J0JD1,c150,0.00,4.00,26.54
J0JD1,c092,8.50,14.30,26.54
J0JD1,c097,10.80,17.80,26.54
J0JD1,c006,0.50,7.10,26.54
J0JD1,c149,0.00,15.00,26.54
J0JD1,c006,8.00,28.00,26.54
J0JD1,c107,15.20,28.00,26.54
C4HHB,c106,1.80,14.00,16.42
C4HHB,c153,10.00,17.00,16.42
C4HHB,c119,8.60,15.30,16.42
C4HHB,c120,0.00,4.30,16.42
C4HHB,c118,0.00,15.20,16.42
AAJI0,c090,10.80,20.60,29.71
AAJI0,c054,1.00,11.80,29.71
AAJI0,c057,1.00,11.80,29.71
FDOY9,c105,26.40,35.70,37.38
FDOY9,c106,14.80,31.20,37.38
FDOY9,c153,20.50,32.30,37.38
FDOY9,c108,5.70,18.70,37.38
FDOY9,c107,5.90,38.00,37.38
2J2EW,c021,4.10,20.70,34.92
2J2EW,c070,0.00,7.80,34.92
2J2EW,c020,0.00,36.00,34.92
138LG,c105,9.00,14.70,18.00
138LG,c097,7.40,12.80,18.00
W3CPB,c103,10.40,21.00,19.96
W3CPB,c060,8.70,21.00,19.96
W3CPB,c008,0.00,4.10,19.96
W3CPB,c057,4.60,12.00,19.96
W3CPB,c126,6.00,11.60,19.96
W3CPB,c058,5.90,11.60,19.96
W3CPB,c097,0.00,4.80,19.96
W3CPB,c141,0.00,3.70,19.96
EWBOG,c065,9.50,22.30,34.71
EWBOG,c068,17.60,22.80,34.71
EWBOG,c153,3.60,11.60,34.71
EWBOG,c067,11.50,21.60,34.71
EWBOG,c069,9.80,15.50,34.71
EWBOG,c137,19.50,35.50,34.71
EWBOG,c156,11.50,21.30,34.71
EWBOG,c119,17.50,22.50,34.71
EWBOG,c061,9.50,22.70,34.71
EWBOG,c062,17.60,22.70,34.71
EWBOG,c063,9.50,15.20,34.71
5Q0CX,c104,14.20,18.70,35.00
5Q0CX,c092,22.40,30.70,35.00
5Q0CX,c146,0.50,12.40,35.00
5Q0CX,c154,8.20,16.10,35.00
5Q0CX,c122,0.00,4.80,35.00
3FMAS,c096,0.00,26.20,37.12
3FMAS,c154,1.70,23.20,37.12
3FMAS,c087,31.60,38.00,37.12
3FMAS,c015,0.00,38.00,37.12
3FMAS,c144,14.70,21.90,37.12
3FMAS,c016,22.70,38.00,37.12
3ONCH,c039,12.10,21.20,24.46
3ONCH,c054,5.70,22.10,24.46
3ONCH,c152,4.90,23.60,24.46
3ONCH,c053,6.00,14.50,24.46
3ONCH,c041,5.20,15.40,24.46
3ONCH,c040,12.70,22.00,24.46
3ONCH,c042,17.50,22.20,24.46
VSFCR,c123,0.00,39.00,37.88
VSFCR,c106,0.00,29.10,37.88
VSFCR,c149,3.10,39.00,37.88
VSFCR,c135,0.00,39.00,37.88
VSFCR,c107,0.00,29.10,37.88
HNTS9,c107,0.00,5.40,18.46
HNTS9,c104,9.00,19.00,18.46
HNTS9,c109,1.60,8.90,18.46
HNTS9,c151,1.40,7.00,18.46
HNTS9,c125,2.60,19.00,18.46
VLMII,c003,13.50,17.90,30.58
VLMII,c046,2.00,7.50,30.58
VLMII,c051,0.00,6.60,30.58
VLMII,c052,0.00,5.40,30.58
VLMII,c155,9.00,16.10,30.58
VLMII,c001,8.40,18.10,30.58
VLMII,c001,15.50,24.50,30.58
75KQ6,c118,7.30,13.00,29.42
75KQ6,c119,8.80,16.30,29.42
75KQ6,c066,15.50,30.00,29.42
75KQ6,c121,0.00,13.50,29.42
75KQ6,c139,7.90,14.10,29.42
75KQ6,c061,16.30,22.00,29.42
75KQ6,c120,2.60,7.60,29.42
57MEO,c116,7.30,15.00,21.54
57MEO,c115,0.80,14.20,21.54
57MEO,c026,0.80,14.20,21.54
57MEO,c028,7.30,15.00,21.54
57MEO,c009,7.30,15.00,21.54
57MEO,c008,0.00,4.90,21.54
57MEO,c141,0.00,3.30,21.54
57MEO,c097,0.00,3.90,21.54
9FHVW,c016,0.00,16.30,29.50
9FHVW,c113,16.00,21.50,29.50
9FHVW,c112,19.00,23.70,29.50
9FHVW,c152,13.10,20.00,29.50
9FHVW,c106,23.60,30.80,29.50
9FHVW,c015,0.00,15.90,29.50
W1SRN,c126,14.00,19.70,32.38
W1SRN,c073,10.20,16.40,32.38
W1SRN,c097,0.00,5.10,32.38
W1SRN,c070,11.10,20.50,32.38
W1SRN,c072,20.50,33.00,32.38
W1SRN,c074,14.20,20.00,32.38
W1SRN,c113,6.40,12.20,32.38
W1SRN,c104,1.10,6.90,32.38
170OQ,c065,0.00,18.20,30.00
170OQ,c068,12.10,18.40,30.00
170OQ,c073,14.80,23.90,30.00
170OQ,c015,0.00,31.00,30.00
170OQ,c011,0.00,31.00,30.00
170OQ,c067,0.00,17.90,30.00
170OQ,c070,16.80,25.30,30.00
170OQ,c127,17.80,23.20,30.00
170OQ,c156,0.00,15.70,30.00
170OQ,c072,20.10,31.00,30.00
170OQ,c059,0.00,31.00,30.00
170OQ,c061,0.00,17.80,30.00
170OQ,c071,17.20,24.50,30.00
170OQ,c016,0.00,31.00,30.00
N4Q0O,c146,1.00,11.90,30.33
N4Q0O,c154,7.40,12.20,30.33
N4Q0O,c134,0.00,10.20,30.33
N4Q0O,c133,4.20,11.90,30.33
O0NVG,c108,17.30,27.00,26.04
O0NVG,c107,11.50,27.00,26.04
O0NVG,c155,4.00,12.30,26.04
O0NVG,c097,2.60,9.70,26.04
O0NVG,c110,11.30,27.00,26.04
O0NVG,c009,15.00,20.60,26.04
O0NVG,c126,4.90,12.10,26.04
5C6IS,c021,5.30,10.60,21.17
5C6IS,c024,9.70,16.00,21.17
5C6IS,c002,7.40,15.00,21.17
5C6IS,c000,8.60,17.40,21.17
5C6IS,c022,10.30,15.40,21.17
5C6IS,c020,0.00,15.40,21.17
LECWG,c096,3.30,11.00,31.38
LECWG,c130,20.50,32.00,31.38
LECWG,c020,21.30,30.10,31.38
LECWG,c055,9.90,23.70,31.38
LECWG,c148,0.00,12.50,31.38
LECWG,c008,24.40,32.00,31.38
LECWG,c022,19.90,32.00,31.38
LECWG,c113,24.60,30.90,31.38
LECWG,c000,0.00,5.60,31.38
HONRP,c000,3.70,24.20,31.46
HONRP,c005,14.10,25.50,31.46
HONRP,c053,3.80,20.60,31.46
HONRP,c054,9.00,16.70,31.46
HONRP,c001,13.80,24.20,31.46
OBXY5,c139,2.40,14.30,30.33
OBXY5,c109,0.50,5.40,30.33
MNNDB,c023,14.40,21.90,24.54
MNNDB,c156,2.90,18.60,24.54
MNNDB,c154,16.50,22.20,24.54
MNNDB,c059,2.20,21.50,24.54
MNNDB,c020,15.00,23.10,24.54
MNNDB,c063,0.60,18.50,24.54
MNNDB,c151,0.70,6.90,24.54
MNNDB,c011,1.90,21.10,24.54
MNNDB,c118,0.60,7.10,24.54
MNNDB,c009,1.60,7.40,24.54
MNNDB,c061,3.10,18.50,24.54
MNNDB,c119,1.30,7.10,24.54
MNNDB,c062,14.90,23.60,24.54
803H6,c090,6.30,12.30,30.79
803H6,c080,11.00,15.90,30.79
803H6,c113,6.30,12.30,30.79
803H6,c092,12.80,32.00,30.79
803H6,c077,21.30,27.20,30.79
EHHRS,c104,1.60,6.80,29.71
EHHRS,c129,14.20,21.70,29.71
EHHRS,c153,9.20,14.10,29.71
EHHRS,c061,13.70,22.90,29.71
G5G8K,c076,0.00,10.70,31.08
G5G8K,c077,3.30,10.00,31.08
G5G8K,c026,0.00,32.00,31.08
G5G8K,c153,4.40,32.00,31.08
G5G8K,c152,11.10,22.10,31.08
G5G8K,c115,0.00,32.00,31.08
ZO3EG,c020,10.00,39.00,38.04
ZO3EG,c001,0.10,15.90,38.04
ZO3EG,c026,17.60,26.20,38.04
ZO3EG,c030,15.50,23.00,38.04
ZO3EG,c005,1.60,11.50,38.04
ZO3EG,c002,0.00,12.30,38.04
ZO3EG,c021,12.10,18.80,38.04
ZO3EG,c028,15.90,31.50,38.04
ZO3EG,c155,0.90,9.40,38.04
ZO3EG,c008,31.90,38.60,38.04
ZO3EG,c003,6.00,13.40,38.04
ZO3EG,c097,34.60,39.00,38.04
ZO3EG,c000,3.50,10.00,38.04
Z0O2V,c082,0.00,21.80,32.21
Z0O2V,c118,0.00,9.60,32.21
Z0O2V,c116,23.20,29.30,32.21
Z0O2V,c081,5.10,10.20,32.21
Z0O2V,c081,8.50,13.40,32.21
Z0O2V,c119,5.30,10.20,32.21
Z0O2V,c119,8.00,13.10,32.21
Z0O2V,c119,11.20,16.20,32.21
A0RW3,c076,11.10,32.00,31.46
A0RW3,c096,9.70,25.00,31.46
A0RW3,c153,14.70,32.00,31.46
A0RW3,c092,12.20,22.00,31.46
36WU0,c107,0.00,32.00,31.12
36WU0,c051,0.00,32.00,31.12
36WU0,c011,0.00,32.00,31.12
JP60G,c015,13.00,23.00,21.92
JP60G,c056,0.00,7.00,21.92
JP60G,c057,0.60,8.10,21.92
JP60G,c151,11.70,17.80,21.92
JP60G,c087,12.80,18.10,21.92
JP60G,c123,13.90,23.00,21.92
JP60G,c016,11.30,23.00,21.92
JP60G,c054,2.60,8.00,21.92
JP60G,c113,5.90,10.90,21.92
2RJF6,c094,19.00,29.90,32.96
2RJF6,c096,19.00,29.90,32.96
2RJF6,c051,0.00,22.60,32.96
2RJF6,c011,0.00,22.00,32.96
2RJF6,c144,20.00,29.60,32.96
2RJF6,c052,0.00,22.10,32.96
2RJF6,c097,29.90,34.00,32.96
J3ZZH,c047,29.30,37.60,40.29
J3ZZH,c081,23.30,31.50,40.29
J3ZZH,c043,23.30,31.50,40.29
J3ZZH,c154,19.20,27.30,40.29
J3ZZH,c112,27.10,32.50,40.29
J3ZZH,c050,1.10,5.20,40.29
J3ZZH,c042,0.50,4.70,40.29
J3ZZH,c146,0.00,3.40,40.29
J3ZZH,c124,0.00,2.70,40.29
MYPU6,c106,3.20,31.00,30.46
MYPU6,c107,3.10,31.00,30.46
MYPU6,c070,0.50,6.20,30.46
MYPU6,c003,0.50,5.80,30.46
MYPU6,c129,5.10,31.00,30.46
MYPU6,c059,6.80,31.00,30.46
THW67,c033,23.00,28.00,29.04
THW67,c057,0.00,11.00,29.04
THW67,c118,10.00,24.00,29.04
